Date,Temp C,Feels Like C,Wind Gust kmh,Wind Speed kmh,Weather2,Blizzard?,Weather4,Snow depth cm,Thunder Chance
03/01/2022,-20.42,-16,0.37,0.37,Sunny,,Calm,204.3879191,
04/01/2022,-21.55,-24,2.76,2.76,Sunny,,Calm,202.1391805,
05/01/2022,-20.69,-14,0.12,0.12,Snow,,Calm,209.1288061,
06/01/2022,-20.82,-33,28.68,28.68,Snow,,Calm,210.5476279,
07/01/2022,-18.95,-32,32.61,32.61,Sunny,,Calm,203.6123465,
08/01/2022,-19.08,-24,5.81,5.81,Sunny,,Calm,202.0894478,
09/01/2022,-19.2,-40,117.9,60.22,Snow,,Windy,192.4788201,
10/01/2022,-20.32,-37,61.73,46.7,Snow,,Windy,206.9228892,
11/01/2022,-20.44,-29,13.63,13.63,Snow,,Calm,227.6961018,
12/01/2022,-20.56,-35,40.23,40.23,Snow,,Windy,244.0752169,
13/01/2022,-19.67,-40,108.92,56.63,Snow,,Windy,245.2722423,
14/01/2022,-20.78,-9,0.01,0.01,Sunny,,Calm,235.2714938,
15/01/2022,-22.89,-42,79.1,45.88,Snow,,Windy,253.1525214,
16/01/2022,-21.99,-34,23.29,23.29,Sunny,,Calm,248.0568407,
17/01/2022,-21.09,-34,32.54,32.54,Snow,,Calm,254.1279429,
18/01/2022,-20.19,-43,150,54.44,Snow,Blizzard,Stormy,248.6279429,
19/01/2022,-18.28,-20,2.54,2.54,Snow,,Calm,252.3996326,
20/01/2022,-21.38,-31,14.35,14.35,Snow,,Calm,260.1078194,
21/01/2022,-22.47,-33,19.36,19.36,Sunny,,Calm,251.3653968,
22/01/2022,-21.55,-37,47.23,29.46,Sunny,,Calm,242.1149901,
23/01/2022,-23.63,-44,93.15,24.55,Sunny,,Stormy,227.7318362,
24/01/2022,-19.71,-36,54.45,13.91,Sunny,,Stormy,220.8315819,
25/01/2022,-21.79,-18,0.48,0.48,Snow,,Calm,228.7880757,
26/01/2022,-22.87,-27,3.99,3.99,Snow,,Calm,246.4287879,
27/01/2022,-21.94,-24,2.86,2.86,Snow,,Calm,250.1717499,
28/01/2022,-22,-26,4.04,4.04,Snow,,Calm,258.8081569,
29/01/2022,-20.07,-28,12.85,12.85,Snow,,Calm,261.6513481,
30/01/2022,-26.13,-38,18.7,18.7,Snow,,Calm,260.9679111,
31/01/2022,-22.19,-26,3.84,3.84,Snow,,Calm,264.6219515,
01/02/2022,-19.25,-25,7.68,7.68,Snow,,Calm,267.930487,
02/02/2022,-21.3,-30,11.89,11.89,Snow,,Calm,269.8603467,
03/02/2022,-19.35,-31,28.22,23.11,Sunny,,Calm,262.320531,
04/02/2022,-23.4,-40,49.76,19.11,Snow,Blizzard,Stormy,267.8423889,
05/02/2022,-26.44,-42,35.83,12.57,Sunny,,Stormy,263.6178084,
06/02/2022,-22.48,-30,10.26,10.26,Snow,,Calm,272.694821,
07/02/2022,-24.52,-36,18.95,15.95,Snow,,Calm,273.9891079,
08/02/2022,-22.55,-28,5.92,5.92,Sunny,,Calm,268.4559893,
09/02/2022,-25.59,-35,12.82,12.82,Snow,,Calm,269.302032,
10/02/2022,-19.62,-14,0.23,0.23,Snow,,Calm,272.2816393,
11/02/2022,-24.64,-29,4,4,Snow,,Calm,274.9213355,
12/02/2022,-18.66,-30,26.29,26.29,Sunny,,Calm,267.5556789,
13/02/2022,-21.68,-37,43.41,36,Snow,,Calm,267.6490092,
14/02/2022,-21.7,-29,9.38,9.38,Sunny,,Calm,259.8045213,
15/02/2022,-27.72,-17,0.03,0.03,Sunny,,Calm,258.8022256,
16/02/2022,-25.73,-46,73.84,29.37,Snow,Blizzard,Stormy,257.1565539,
17/02/2022,-21.74,-24,3.14,3.14,Sunny,,Calm,247.8741922,
18/02/2022,-18.74,-35,66.84,27.82,Snow,Blizzard,Stormy,244.858458,
19/02/2022,-25.74,-44,55.34,18.53,Snow,Blizzard,Stormy,244.878093,
20/02/2022,-25.74,-19,0.17,0.17,Snow,,Calm,248.8629819,
21/02/2022,-27.74,-21,0.2,0.2,Snow,,Calm,252.8453445,
22/02/2022,-23.74,-29,6.05,6.05,Snow,,Calm,255.3004617,
23/02/2022,-27.73,-48,66.04,29.18,Snow,Blizzard,Stormy,251.3565007,
24/02/2022,-21.72,-15,0.12,0.12,Snow,,Calm,261.3458067,
25/02/2022,-23.7,-24,1.8,1.8,Snow,,Calm,271.1837342,
26/02/2022,-20.69,-20,1.37,1.37,Snow,,Calm,276.0607798,
27/02/2022,-20.67,-20,1.37,1.37,Snow,,Calm,276.937483,
28/02/2022,-19.64,-31,22.55,22.55,Snow,,Calm,279.9075614,
01/03/2022,-21.97,-43,111,26.82,Snow,Blizzard,Stormy,271.9173112,
02/03/2022,-23.89,-39,40.59,17.14,Snow,Blizzard,Stormy,277.2640748,
03/03/2022,-18.81,-26,9.84,9.84,Snow,,Calm,281.3786733,
04/03/2022,-24.73,-30,6.04,6.04,Snow,,Calm,281.8354614,
05/03/2022,-25.64,-17,0.07,0.07,Snow,,Calm,283.8289491,
06/03/2022,-24.56,-28,3.64,3.64,Snow,,Calm,287.5012599,
07/03/2022,-22.47,-33,16.56,16.56,Sunny,,Calm,285.0109076,
08/03/2022,-22.37,-38,43.23,32.42,Snow,,Calm,283.1201204,
09/03/2022,-22.28,-41,72.64,26.49,Snow,Blizzard,Stormy,283.5824638,
10/03/2022,-25.18,-15,0.03,0.03,Sunny,,Calm,277.5794153,
11/03/2022,-19.08,-35,56.07,23.24,Snow,Blizzard,Stormy,274.5333075,
12/03/2022,-20.98,-31,18.13,18.13,Snow,,Calm,285.901769,
13/03/2022,-19.87,-6,0,0,Cloudy,,Foggy,285.9016419,
14/03/2022,-22.77,-37,36.86,22.8,Snow,,Calm,297.5839404,
15/03/2022,-20.66,-21,1.71,1.71,Sunny,,Calm,291.4296556,
16/03/2022,-24.55,-23,0.92,0.92,Snow,,Calm,296.346635,
17/03/2022,-21.43,-37,48.99,18.46,Snow,Blizzard,Stormy,296.9371329,
18/03/2022,-20.32,-37,56.64,13.33,Snow,Blizzard,Stormy,300.839233,
19/03/2022,-22.2,-30,10.48,6.2,Snow,,Calm,300.8962528,
20/03/2022,-24.08,-28,4.01,4.01,Snow,,Calm,302.5349613,
21/03/2022,-20.96,-24,3.11,3.11,Snow,,Calm,304.2551376,
22/03/2022,-18.84,-23,4.74,4.74,Snow,,Calm,307.8288371,
23/03/2022,-19.71,-19,1.22,1.22,Snow,,Calm,312.7190408,
24/03/2022,-19.58,-28,13.12,11.22,Snow,,Calm,313.5380157,
25/03/2022,-15.45,-20,6.73,6.73,Snow,,Calm,315.9327128,
26/03/2022,-13.32,-25,39.25,13.33,Snow,Blizzard,Stormy,316.4005337,
27/03/2022,-20.19,-27,9.95,7.93,Snow,,Calm,319.5051531,
28/03/2022,-16.05,-21,7.61,7.51,Snow,,Calm,322.8206039,
29/03/2022,-16.92,-13,0.33,0.33,Snow,,Calm,323.7911967,
30/03/2022,-21.78,-22,1.59,1.59,Snow,,Calm,326.6481106,
31/03/2022,-11.64,-17,10.13,10.13,Snow,,Calm,330.7360676,
01/04/2022,-11.5,-21,24.43,17.82,Sunny,,Calm,324.5375287,
02/04/2022,-15.06,-15,1.45,1.45,Sunny,,Calm,314.4070235,
03/04/2022,-16.61,-22,7.07,7.07,Snow,,Calm,338.7710027,
04/04/2022,-16.17,-29,37.03,21.86,Snow,,Calm,354.4384597,
05/04/2022,-16.72,-29,33.82,16.58,Snow,Blizzard,Stormy,353.3942114,
06/04/2022,-13.27,-22,20.94,15.15,Sunny,,Calm,349.509873,
07/04/2022,-12.82,-1,0,0,Cloudy,,Foggy,349.5097013,
08/04/2022,-13.37,-6,0.07,0.07,Sunny,,Calm,347.5030375,
09/04/2022,-15.92,-29,45.66,20.79,Snow,Blizzard,Stormy,347.3936777,
10/04/2022,-10.46,-17,15.5,15.18,Snow,,Calm,356.9983325,
11/04/2022,-11.01,-3,0.05,0.05,Snow,,Calm,364.994228,
12/04/2022,-10.55,-19,23.83,14.86,Sunny,,Calm,359.8498532,
13/04/2022,-10.1,-19,27.11,12.98,Sunny,,Stormy,348.4102354,
14/04/2022,-7.64,-17,30.68,12.45,Snow,Blizzard,Stormy,358.648821,
15/04/2022,-7.18,-8,2.69,2.69,Snow,,Calm,376.4064762,
16/04/2022,-8.72,-12,6.43,6.43,Snow,,Calm,381.8277888,
17/04/2022,-7.26,-10,5.86,5.86,Sunny,,Calm,371.2999646,
18/04/2022,-4.8,-8,7.4,7.4,Snow,,Calm,393.6343729,
19/04/2022,-6.34,-11,10.67,7.36,Snow,,Calm,414.6744514,
20/04/2022,-2.87,-9,23.41,6.1,Sunny,,Stormy,408.5674275,
21/04/2022,-3.41,-7,9.61,2.88,Snow,Blizzard,Stormy,409.70243,
22/04/2022,-4.95,-1,0.39,0.39,Sunny,,Calm,400.6676769,
23/04/2022,-4.48,-4,1.99,1.99,Snow,,Calm,415.4881355,
24/04/2022,-2.02,-3,3.87,3.87,Sunny,,Calm,406.1397424,
25/04/2022,0.45,1,1.55,1.55,Sleet,,Calm,405.5524505,
26/04/2022,-0.09,0,1.9,1.9,Snow,,Calm,425.3816163,
27/04/2022,-0.62,1,0.85,0.85,Snow,,Calm,440.3053702,
28/04/2022,1.85,-1,10.17,10.17,Sunny,,Calm,433.3904883,
29/04/2022,2.31,-1,11.04,9.16,Sleet,,Calm,430.0838123,
30/04/2022,0.78,-3,14.02,7.58,Sunny,,Calm,419.8215951,
01/05/2022,-0.75,4,0.15,0.15,Sunny,,Calm,409.8083333,
02/05/2022,0.71,-4,16.73,7.29,Sleet,,Stormy,407.5889224,
03/05/2022,3.18,-1,19.28,5.03,Rain,,Stormy,399.4924356,
04/05/2022,2.65,7,0.12,0.12,Sleet,,Calm,394.1857643,
05/05/2022,3.11,3,2.76,2.76,Rain,,Calm,387.7076622,
06/05/2022,1.58,10,0,0,Sunny,,Calm,377.707216,
07/05/2022,6.05,6,3.07,3.07,Rain,,Calm,371.3824688,
08/05/2022,7.51,6,9.08,4.66,Rain,,Calm,355.5352546,
09/05/2022,7.98,10,0.86,0.86,Rain,,Calm,347.4766298,
10/05/2022,3.45,2,6.2,3.26,Rain,,Calm,343.471096,
11/05/2022,6.91,6,4.47,2.4,Rain,,Calm,329.2434478,
12/05/2022,13.38,15,0.91,0.91,Sunny,,Calm,324.1612159,8
13/05/2022,5.84,5,5.09,1.96,Rain,,Stormy,317.8608869,
14/05/2022,6.31,5,5.99,1.3,Sunny,,Stormy,310.3213932,
15/05/2022,8.77,13,0.11,0.11,Sunny,,Calm,304.3113795,
16/05/2022,15.23,19,0.07,0.07,Rain,,Calm,289.0718347,
17/05/2022,16.7,20,0.14,0.14,Rain,,Calm,255.6675952,
18/05/2022,10.16,11,2.27,1.09,Rain,,Stormy,245.3056267,
19/05/2022,16.62,21,0.04,0.04,Rain,,Calm,228.6835735,
20/05/2022,10.08,13,0.48,0.48,Rain,,Calm,218.5614417,
21/05/2022,18.54,20,2.65,1.01,Sunny,,Stormy,212.3233719,48
22/05/2022,13.7,15,2.04,0.69,Sunny,,Stormy,208.1393595,96
23/05/2022,13.85,19,0.02,0.02,Rain,,Calm,194.2838873,
24/05/2022,18.01,21,0.14,0.14,Rain,,Calm,176.2610017,
25/05/2022,16.17,19,0.65,0.6,Sunny,,Calm,175.2028558,12
26/05/2022,18.32,20,1.35,0.64,Rain,,Stormy,138.4407913,
27/05/2022,18.47,21,0.2,0.2,Sunny,,Calm,130.4224428,20
28/05/2022,18.63,21,0.45,0.45,Sunny,,Calm,126.3817495,13
29/05/2022,16.78,20,0.35,0.35,Rain,,Calm,109.5740627,
30/05/2022,12.93,15,0.69,0.69,Rain,,Calm,96.58542164,
31/05/2022,20.07,23,0.53,0.53,Rain,,Calm,56.38851734,
01/06/2022,17.22,19,0.9,0.67,Sunny,,Calm,46.30758557,83
02/06/2022,19.32,21,1.6,0.57,Sunny,,Stormy,39.16389717,12
03/06/2022,19.41,21,1.71,0.34,Rain,,Stormy,19.59866418,
04/06/2022,14.5,18,0.26,0.14,Rain,,Calm,0,
05/06/2022,19.59,22,0.22,0.15,Rain,,Calm,0,
06/06/2022,17.68,23,0,0,Sunny,,Calm,0,75
07/06/2022,20.77,25,0.01,0.01,Rain,,Calm,0,
08/06/2022,21.86,25,0.2,0.14,Sunny,,Calm,0,48
09/06/2022,18.94,23,0.01,0.01,Rain,,Calm,0,
10/06/2022,21.03,24,0.31,0.11,Rain,,Stormy,0,
11/06/2022,22.11,25,0.31,0.07,Rain,,Stormy,0,
12/06/2022,21.19,24,0.09,0.02,Rain,,Stormy,0,
13/06/2022,21.26,25,0.05,0.01,Sunny,,Stormy,0,68
14/06/2022,19.34,23,0.01,0,Rain,,Stormy,0,
15/06/2022,20.41,24,0.01,0,Sunny,,Stormy,0,48
16/06/2022,23.49,27,0,0,Sunny,,Calm,0,59
17/06/2022,20.56,25,0,0,Rain,,Calm,0,
18/06/2022,21.62,26,0,0,Rain,,Calm,0,
19/06/2022,22.69,26,0,0,Rain,,Calm,0,
20/06/2022,22.75,26,0.01,0.01,Sunny,,Calm,0,55
21/06/2022,23.81,27,0,0,Rain,,Calm,0,
22/06/2022,20.87,25,0,0,Sunny,,Calm,0,74
23/06/2022,20.93,25,0.01,0.01,Rain,,Calm,0,
24/06/2022,21.99,26,0.01,0.01,Rain,,Calm,0,
25/06/2022,22.04,25,0.32,0.07,Rain,,Stormy,0,
26/06/2022,25.09,28,0.02,0.02,Rain,,Calm,0,
27/06/2022,23.14,27,0,0,Rain,,Calm,0,
28/06/2022,22.18,25,0.04,0.02,Sunny,,Stormy,0,8
29/06/2022,22.23,26,0.01,0.01,Rain,,Calm,0,
30/06/2022,23.27,27,0,0,Sunny,,Calm,0,27
01/07/2021,22.27,25,0.04,0.04,Rain,,Calm,0,
02/07/2021,25.3,28,0.84,0.69,Rain,,Calm,0,
03/07/2021,22.33,26,0.02,0.02,Rain,,Calm,0,
04/07/2021,25.36,28,0.31,0.31,Sunny,,Calm,0,77
05/07/2021,29.39,32,3.03,1.14,Sunny,,Stormy,0,34
06/07/2021,30.41,33,0.65,0.65,Sunny,,Calm,0,59
07/07/2021,26.43,29,0,0,Sunny,,Calm,0,77
08/07/2021,30.45,32,0,0,Sunny,,Calm,0,78
09/07/2021,26.46,29,1.61,1.61,Sunny,,Calm,0,44
10/07/2021,22.48,24,2.23,1.96,Sunny,,Calm,0,26
11/07/2021,22.49,25,0.47,0.47,Rain,,Calm,0,
12/07/2021,26.49,29,0.11,0.11,Sunny,,Calm,0,73
13/07/2021,27.5,30,0.23,0.23,Sunny,,Calm,0,47
14/07/2021,27.5,30,5.03,2.95,Sunny,,Calm,0,88
15/07/2021,21.5,23,5.67,2.32,Rain,,Stormy,0,
16/07/2021,25.5,28,0.01,0.01,Sunny,,Calm,0,56
17/07/2021,25.49,28,0.43,0.43,Rain,,Calm,0,
18/07/2021,26.48,29,2.97,2.49,Rain,,Calm,0,
19/07/2021,24.47,26,3.48,2.07,Rain,,Calm,0,
20/07/2021,25.46,27,3.05,1.61,Sunny,,Calm,0,82
21/07/2021,26.44,29,0.64,0.64,Rain,,Calm,0,
22/07/2021,24.42,27,0.18,0.18,Sunny,,Calm,0,6
23/07/2021,27.39,30,1.7,1.7,Rain,,Calm,0,
24/07/2021,26.37,28,5.41,1.71,Sunny,,Stormy,0,34
25/07/2021,29.34,32,0.04,0.04,Sunny,,Calm,0,25
26/07/2021,23.31,26,0.22,0.22,Rain,,Calm,0,
27/07/2021,30.27,33,2.04,2.04,Sunny,,Calm,0,55
28/07/2021,21.24,23,1.48,1.48,Rain,,Calm,0,
29/07/2021,29.19,31,1.81,1.81,Rain,,Calm,0,
30/07/2021,21.15,23,0.99,0.99,Rain,,Calm,0,
31/07/2021,25.11,27,2.6,2.6,Rain,,Calm,0,
01/08/2021,22.06,23,6.28,4.34,Rain,,Calm,0,
02/08/2021,25,27,8.46,5.17,Sunny,,Calm,0,59
03/08/2021,23.95,26,3.08,3.08,Rain,,Calm,0,
04/08/2021,21.89,25,0.02,0.02,Rain,,Calm,0,
05/08/2021,24.83,27,4.1,4.1,Sunny,,Calm,0,11
06/08/2021,23.77,25,8.31,7.98,Sunny,,Calm,0,78
07/08/2021,20.7,24,0.17,0.17,Rain,,Calm,0,
08/08/2021,24.63,26,12.04,11.18,Rain,,Calm,0,
09/08/2021,24.56,26,23.06,9.67,Rain,,Stormy,0,
10/08/2021,23.49,25,9.37,7.45,Rain,,Calm,0,
11/08/2021,25.41,28,0.57,0.57,Rain,,Calm,0,
12/08/2021,28.33,31,2.37,2.37,Rain,,Calm,0,
13/08/2021,26.24,29,0.07,0.07,Sunny,,Calm,0,24
14/08/2021,25.16,26,30.75,8.13,Rain,,Stormy,0,
15/08/2021,27.07,29,1.51,1.51,Rain,,Calm,0,
16/08/2021,20.98,22,7.49,4.95,Sunny,,Calm,0,51
17/08/2021,28.88,31,4.54,3.98,Sunny,,Calm,0,95
18/08/2021,21.78,23,7.69,3.77,Rain,,Stormy,0,
19/08/2021,23.68,26,0.78,0.78,Rain,,Calm,0,
20/08/2021,20.58,22,4.11,3.85,Sunny,,Calm,0,51
21/08/2021,19.48,20,7.24,5.2,Rain,,Calm,0,
22/08/2021,23.37,25,2.82,2.82,Sunny,,Calm,0,23
23/08/2021,23.26,26,0.71,0.71,Rain,,Calm,0,
24/08/2021,26.14,28,3.04,3.04,Rain,,Calm,0,
25/08/2021,23.03,25,2.21,2.21,Rain,,Calm,0,
26/08/2021,20.91,22,6.81,6.81,Sunny,,Calm,0,67
27/08/2021,22.79,24,13.57,13.57,Rain,,Calm,0,
28/08/2021,20.66,21,12.43,12.43,Rain,,Calm,0,
29/08/2021,22.54,23,31.68,15.69,Sunny,,Stormy,0,30
30/08/2021,21.41,22,16.99,16.99,Rain,,Calm,0,
31/08/2021,23.28,26,0.06,0.06,Rain,,Calm,0,
01/09/2021,21.14,22,8.2,8.2,Rain,,Calm,0,
02/09/2021,21.01,21,20.83,19.8,Rain,,Calm,0,
03/09/2021,22.87,24,17.61,17.19,Rain,,Calm,0,
04/09/2021,21.73,22,14.45,14.45,Sunny,,Calm,0,29
05/09/2021,20.58,20,44.83,23.39,Sunny,,Calm,0,46
06/09/2021,20.44,20,38.39,19.72,Rain,,Calm,0,
07/09/2021,21.29,25,0.02,0.02,Sunny,,Calm,0,84
08/09/2021,18.14,20,2.48,2.48,Rain,,Calm,0,
09/09/2021,17.99,19,2.55,2.55,Rain,,Calm,0,
10/09/2021,18.83,18,27.93,16.65,Sunny,,Calm,0,12
11/09/2021,20.68,20,47.54,12.66,Rain,,Stormy,0,
12/09/2021,20.52,21,19.12,8.46,Rain,,Stormy,0,
13/09/2021,17.35,20,0.29,0.29,Rain,,Calm,0,
14/09/2021,18.19,18,18.58,6.56,Sunny,,Stormy,0,83
15/09/2021,17.03,20,0.19,0.19,Rain,,Calm,0,
16/09/2021,15.86,17,2.88,2.88,Rain,,Calm,0,
17/09/2021,15.69,21,0.01,0.01,Cloudy,,Foggy,0,
18/09/2021,16.52,16,18.14,11.55,Sunny,,Calm,0,72
19/09/2021,15.34,17,1.08,1.08,Rain,,Calm,0,
20/09/2021,17.17,18,5.01,5.01,Rain,,Calm,0,
21/09/2021,15.99,17,3.9,3.9,Rain,,Calm,0,
22/09/2021,14.81,13,30.85,20.67,Sunny,,Calm,0,96
23/09/2021,13.63,15,2.49,2.49,Rain,,Calm,0,
24/09/2021,16.45,16,19.38,16.81,Rain,,Calm,0,
25/09/2021,10.27,5,70.16,19.41,Sunny,,Stormy,0,95
26/09/2021,15.08,17,1.89,1.89,Rain,,Calm,0,
27/09/2021,15.89,15,11.96,10.59,Sunny,,Calm,0,56
28/09/2021,13.71,13,7.96,7.96,Rain,,Calm,0,
29/09/2021,15.52,18,0.56,0.56,Rain,,Calm,0,
30/09/2021,12.32,12,5.78,5.78,Rain,,Calm,0,
01/10/2021,12.13,9,37.59,22.05,Rain,,Calm,0,
02/10/2021,16.94,18,3.79,3.79,Rain,,Calm,0,
03/10/2021,7.74,7,6.49,6.49,Rain,,Calm,0,
04/10/2021,10.54,6,48.1,18.83,Rain,,Stormy,0,
05/10/2021,11.35,9,26.58,25.41,Sunny,,Calm,0,44
06/10/2021,8.15,5,22.1,21.75,Rain,,Calm,0,
07/10/2021,10.95,10,9.7,9.7,Rain,,Calm,0,
08/10/2021,6.75,9,1,1,Sunny,,Calm,0,
09/10/2021,11.54,14,0.89,0.89,Rain,,Calm,0,
10/10/2021,12.34,10,23.46,23.46,Rain,,Calm,0,
11/10/2021,13.13,9,94.17,33.16,Rain,,Stormy,0,
12/10/2021,9.93,12,0.91,0.91,Rain,,Calm,0,
13/10/2021,3.72,-4,57.94,32.66,Rain,,Calm,0,
14/10/2021,12.52,9,43.28,39.36,Rain,,Calm,0,
15/10/2021,5.31,3,12.3,12.3,Rain,,Calm,0,
16/10/2021,5.1,1,18.92,18.92,Rain,,Calm,0,
17/10/2021,7.89,8,4.57,4.57,Sunny,,Calm,0,
18/10/2021,2.68,-6,91.62,43.86,Sleet,,Stormy,0,
19/10/2021,7.47,13,0.02,0.02,Sunny,,Calm,0,
20/10/2021,5.26,-3,104.84,36.87,Sunny,,Stormy,0,
21/10/2021,10.05,6,38.51,22.15,Rain,,Calm,0,
22/10/2021,6.83,9,0.7,0.7,Sunny,,Calm,0,
23/10/2021,5.62,2,17.39,17.39,Rain,,Calm,0,
24/10/2021,5.41,-1,53.96,30.59,Rain,,Calm,0,
25/10/2021,8.2,4,40.05,24,Rain,,Calm,0,
26/10/2021,2.98,3,2.63,2.63,Sleet,,Calm,0,
27/10/2021,2.77,4,1.82,1.82,Sleet,,Calm,0,
28/10/2021,1.56,-7,61.91,23.53,Sleet,,Stormy,0,
29/10/2021,2.34,-5,53.66,21,Sleet,,Stormy,0,
30/10/2021,6.13,11,0.06,0.06,Cloudy,,Foggy,0,
31/10/2021,0.92,-2,7.87,7.87,Sunny,,Calm,0,
01/11/2021,2.7,-2,22.77,17.03,Sunny,,Calm,0,
02/11/2021,4.49,2,8.98,8.98,Rain,,Calm,0,
03/11/2021,-0.72,-4,9.42,9.42,Snow,,Calm,1.340575102,
04/11/2021,4.06,-2,44.21,27.17,Rain,,Calm,0,
05/11/2021,0.85,-4,18.99,18.99,Sunny,,Calm,0,
06/11/2021,0.64,-3,11.35,11.35,Sleet,,Calm,0,
07/11/2021,-0.57,-1,3.51,3.51,Sunny,,Calm,0,
08/11/2021,0.21,-5,23.6,23.6,Sleet,,Calm,0,
09/11/2021,-1,-7,25.09,22.88,Snow,,Calm,2.244048233,
10/11/2021,-1.21,-11,63.43,32.62,Snow,,Calm,4.804289895,
11/11/2021,-1.42,-11,71.13,25.55,Snow,Blizzard,Stormy,0.825260659,
12/11/2021,-4.63,5,0,0,Sunny,,Calm,0,
13/11/2021,-4.83,4,0.01,0.01,Cloudy,,Foggy,0,
14/11/2021,-5.04,-1,0.27,0.27,Snow,,Calm,9.981429322,
15/11/2021,-5.25,-1,0.23,0.23,Snow,,Calm,17.96504793,
16/11/2021,-2.46,-14,93.25,32.18,Snow,Blizzard,Stormy,22.43753597,
17/11/2021,-1.66,-6,13.97,13.97,Snow,,Calm,22.45973608,
18/11/2021,-9.87,-9,1.11,1.11,Sunny,,Calm,13.38227106,
19/11/2021,-7.07,-16,31.8,26.47,Snow,,Calm,15.15611747,
20/11/2021,-7.27,-13,12.06,12.06,Snow,,Calm,15.31217077,
21/11/2021,-1.47,-2,2.79,2.79,Snow,,Calm,16.11658451,
22/11/2021,-8.68,-22,70.3,23.52,Sunny,,Stormy,4.195307912,
23/11/2021,-6.87,-14,20.44,18.04,Snow,,Calm,6.764274102,
24/11/2021,-3.07,-9,19.82,19.82,Snow,,Calm,8.377221965,
25/11/2021,-11.27,-21,28.08,25.57,Snow,,Calm,8.411479217,
26/11/2021,-12.47,-10,0.61,0.61,Snow,,Calm,10.36858872,
27/11/2021,-5.66,-13,22.1,22.1,Sunny,,Calm,0,
28/11/2021,-7.85,-9,3.31,3.31,Snow,,Calm,3.768099292,
29/11/2021,-10.04,-20,31.89,31.89,Snow,,Calm,11.53614697,
30/11/2021,-8.23,-22,92.13,34.86,Snow,Blizzard,Stormy,6.087286968,
01/12/2021,-11.42,-10,0.89,0.89,Snow,,Calm,20.02504629,
02/12/2021,-11.61,-24,50.32,24.69,Snow,Blizzard,Stormy,41.50242181,
03/12/2021,-9.8,-12,4.08,4.08,Snow,,Calm,52.21675638,
04/12/2021,-11.98,-27,89.41,27.51,Snow,Blizzard,Stormy,46.95783087,
05/12/2021,-9.16,-9,1.91,1.91,Snow,,Calm,63.82429862,
06/12/2021,-11.34,-15,5.26,5.26,Sunny,,Calm,53.45620211,
07/12/2021,-12.52,-17,6.29,6.29,Sunny,,Calm,43.01579942,
08/12/2021,-10.7,-18,15.53,15.53,Sunny,,Calm,38.92886575,
09/12/2021,-13.87,-16,3.02,3.02,Sunny,,Calm,31.71755647,
10/12/2021,-11.05,-25,71.12,49.44,Snow,,Windy,41.73920191,
11/12/2021,-14.22,-34,150,41.32,Sunny,,Stormy,22.23920191,
12/12/2021,-11.39,-24,57.25,34.41,Snow,,Calm,23.23187192,
13/12/2021,-14.55,-11,0.45,0.45,Sunny,,Calm,20.20010907,
14/12/2021,-12.72,-23,30.72,30.72,Sunny,,Calm,13.04959479,
15/12/2021,-15.88,-27,31.12,31.12,Snow,,Calm,22.8712715,
16/12/2021,-13.04,-17,5.44,5.44,Sunny,,Calm,13.49036925,
17/12/2021,-13.2,-20,14.28,14.28,Snow,,Calm,37.49043516,
18/12/2021,-14.36,-32,101.64,41.3,Snow,Blizzard,Stormy,33.37592865,
19/12/2021,-15.51,-20,6.62,6.62,Sunny,,Calm,25.91282017,
20/12/2021,-15.67,-29,45.1,27.89,Snow,,Calm,31.75562507,
21/12/2021,-16.82,-27,22.38,21.53,Snow,,Calm,38.18877649,
22/12/2021,-14.97,-27,37.16,28,Snow,,Calm,37.58728297,
23/12/2021,-16.11,-32,67.38,31.17,Snow,Blizzard,Stormy,57.87044062,
24/12/2021,-21.25,-28,8.82,8.82,Snow,,Calm,59.25269758,
25/12/2021,-19.4,-19,1.26,1.26,Snow,,Calm,62.16476781,
26/12/2021,-12.53,-19,13.1,13.1,Snow,,Calm,66.24780764,
27/12/2021,-16.67,-14,0.62,0.62,Snow,,Calm,81.20438778,
28/12/2021,-16.8,-33,67.68,24.98,Snow,Blizzard,Stormy,88.46676722,
29/12/2021,-17.94,-34,59.33,21.72,Snow,Blizzard,Stormy,86.31332503,
30/12/2021,-18.06,-17,1.14,1.14,Snow,,Calm,97.23379178,
31/12/2021,-17.19,-29,27.85,22.14,Snow,,Calm,96.28455342,
01/01/2022,-18.39,-28,18.66,18.17,Sunny,,Calm,91.97818816,
02/01/2022,-16.51,-8,0.03,0.03,Sunny,,Calm,90.97579584,
03/01/2022,-20.63,-14,0.16,0.16,Snow,,Calm,100.9644248,
04/01/2022,-20.74,-36,44.87,31.34,Snow,,Calm,101.8233136,
05/01/2022,-17.85,-24,9.13,9.13,Snow,,Calm,124.1841502,
06/01/2022,-19.96,-36,54.26,23.66,Snow,Blizzard,Stormy,131.3858231,
07/01/2022,-19.06,-12,0.09,0.09,Cloudy,,Foggy,131.3792806,
08/01/2022,-19.17,-31,27.72,16.01,Snow,,Calm,135.4389425,
09/01/2022,-18.27,-32,41.8,13.3,Snow,Blizzard,Stormy,149.5131478,
10/01/2022,-21.36,-36,41.5,9.66,Sunny,,Stormy,139.6080555,
11/01/2022,-18.46,-12,0.14,0.14,Sunny,,Calm,136.5983246,
12/01/2022,-18.55,-11,0.08,0.08,Cloudy,,Foggy,136.5927363,
